Name;Mayores a 1;Pago 2;Pago;Despachos 2;Despacho;Monedas 2;Moneda;Subtotal;Precio despacho;Con o sin dcto;Total;Desc monto;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Ciudad 2;Ciudad;Codigo postal 2;Codigo postal;Region 2;Region
42835;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Lancaster Negro Premium - Negro / 39;9990;9990;39990;0080072039;fulfilled;HUALPÃ‰N;;CONCEPCIÃ“N;;BI;
42835;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;9990;39990;8172078539;fulfilled;HUALPÃ‰N;;CONCEPCIÃ“N;;BI;
42834;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;San Antonio;San Antonio;'2660000;'2660000;VS;VS
42833;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;0;Sin descuento;4995;4995;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;0080072040;fulfilled;Las Condes;Las Condes;SANTIAGO;SANTIAGO;RM;RM
42832;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;9990;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;0011071037;fulfilled;Providencia;Providencia;SANTIAGO;SANTIAGO;RM;RM
42832;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;0080072037;pending;Providencia;;SANTIAGO;;RM;
42831;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;Las Condes;Las Condes;'166623537;'166623537;RM;RM
42830;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 36;9990;9990;39990;0011071036;fulfilled;Pudahuel;Pudahuel;SANTIAGO;SANTIAGO;RM;RM
42829;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;QuilpuÃ©;QuilpuÃ©;VALPARÃSO;VALPARÃSO;VS;VS
42828;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;3990; Con descueento;8985;4995;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Nala Blanco Premium - Blanco / 36;9990;9990;32990;1018071036;fulfilled;La Florida;La Florida;SANTIAGO;SANTIAGO;RM;RM
42827;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;9990;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;0100071038;fulfilled;Las Condes;Las Condes;'7580384;'7580384;RM;RM
42827;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;0080072038;pending;Las Condes;;'7580384;;RM;
42826;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Monterrey Negro Premium - Negro / 39;9990;9990;39990;0010072039;fulfilled;Puente Alto;Puente Alto;'8152326;'8152326;RM;RM
42825;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;3990; Con descueento;8985;4995;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;0080072040;fulfilled;La Florida;La Florida;SANTIAGO;SANTIAGO;RM;RM
42824;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;9990;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;0080072037;pending;San Miguel;San Miguel;'8920549;'8920549;RM;RM
42824;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;0011071037;fulfilled;San Miguel;;'8920549;;RM;
42823;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;9990;44990;0660072039;fulfilled;La Serena;La Serena;'8920549;;CO;CO
42823;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;9990;29990;0100072039;fulfilled;La Serena;;'8920549;;CO;
42823;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;La Serena;;'8920549;;CO;
42822;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;79920;0;Sin descuento;79920;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Dana Negro Premium - Negro / 40;9990;9990;29990;4501072040;fulfilled;santiago;santiago;'9710000;'9710000;RM;RM
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;0080072038;pending;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Toronto Negro Premium - Negro / 38;9990;9990;49990;0100072038;fulfilled;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;0011071039;fulfilled;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 40;9990;9990;39990;0080072040;pending;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 39;9990;9990;29990;0100072039;fulfilled;santiago;;'9710000;;RM;
42822;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;0100072038;fulfilled;santiago;;'9710000;;RM;
42821;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;14985;3990; Con descueento;18975;18975;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;0080072038;pending;isla de maipo;isla de maipo;SANTIAGO;SANTIAGO;RM;RM
42821;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;isla de maipo;;SANTIAGO;;RM;
42821;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Botin Edimburgo Negro Premium - Negro / 38;9990;9990;39990;3306182038;fulfilled;isla de maipo;;SANTIAGO;;RM;
42821;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Calcetin   Premium - Negro / TamaÃ±o Ãšnico;3990;3990;0;0008502000;fulfilled;isla de maipo;;SANTIAGO;;RM;
42820;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;44955;19990; Con descueento;64945;4995;Despacho Region;Despacho Region;1;Zapatilla Matilde Negro Premium - Negro / 39;9990;9990;44990;0660072039;fulfilled;ConcÃ³n;ConcÃ³n;CONCON;CONCON;VS;VS
42820;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Florida Negro Premium - Negro / 39;9990;9990;39990;6983052039;fulfilled;ConcÃ³n;;CONCON;;VS;
42820;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;9990;29990;3611074439;fulfilled;ConcÃ³n;;CONCON;;VS;
42820;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Delhi Negro Premium - Negro / 39;9990;9990;39990;0200072039;fulfilled;ConcÃ³n;;CONCON;;VS;
42820;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Sandalia Nala Blanco Premium - Blanco / 39;9990;9990;32990;1018071039;fulfilled;ConcÃ³n;;CONCON;;VS;
42819;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;0;Sin descuento;4995;4995;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;0100071036;fulfilled;Las condes;Las condes;SANTIAGO;SANTIAGO;RM;RM
42818;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;3990; Con descueento;8985;4995;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;9990;39990;0011071037;fulfilled;Ã‘uÃ±oa;Ã‘uÃ±oa;SANTIAGO;SANTIAGO;RM;RM
42817;Solo 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;pending;colina;colina;'135075876;'135075876;RM;RM
42816;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;8290; Con descueento;13285;4995;Despacho Region;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 35;9990;9990;39990;0080072035;fulfilled;San Rosendo ;San Rosendo ;SANROSENDO;SANROSENDO;BI;BI
42815;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;12990; Con descueento;22980;9990;Despacho Region;Despacho Region;1;Sandalia Jacinto Negro Premium - Negro / 37;9990;9990;39990;0080072037;pending;Linares;Linares;LINARES;LINARES;ML;ML
42815;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;0200071037;fulfilled;Linares;;LINARES;;ML;
42814;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;14985;0;Sin descuento;14985;4995;Retiro en tienda;Retiro en tienda;1;Botin Michigan Negro Premium - Negro / 37;9990;9990;39990;6134072037;fulfilled;Talagante ;Talagante ;SANTIAGO;SANTIAGO;RM;RM
42814;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;9990;44990;1022289037;fulfilled;Talagante ;;SANTIAGO;;RM;
42813;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;19980;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;0080072038;pending;Providencia;Providencia;SANTIAGO;SANTIAGO;RM;RM
42813;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;0100071038;fulfilled;Providencia;;SANTIAGO;;RM;
42813;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;9990;44990;1022289038;fulfilled;Providencia;;SANTIAGO;;RM;
42813;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;Providencia;;SANTIAGO;;RM;
42812;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;0;Sin descuento;4995;4995;Retiro en tienda;Retiro en tienda;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;9990;39990;0200071039;fulfilled;Vitacura;Vitacura;SANTIAGO;SANTIAGO;RM;RM
42811;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;0100071036;fulfilled;Talcahuano;Talcahuano;TALCAHUANO;TALCAHUANO;BI;BI
42810;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 35;9990;9990;39990;3905058535;fulfilled;La Cisterna;La Cisterna;SANTIAGO;SANTIAGO;RM;RM
42810;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Coco Animal Premium - Negro / 35;9990;9990;39990;3611075235;fulfilled;La Cisterna;;SANTIAGO;;RM;
42809;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;0;Sin descuento;4995;4995;Retiro en tienda;Retiro en tienda;1;Sandalia Noa Multicolor Premium - Multicolor / 39;9990;9990;44990;1022289039;fulfilled;Santiago;Santiago;SANTIAGO;SANTIAGO;RM;RM
42808;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;0100072035;fulfilled;Las Condes;Las Condes;'7560871;'7560871;RM;RM
42807;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Bootie Atlanta  Premium - Negro / 38;9990;9990;39990;3698072038;fulfilled;Ã‘uÃ±oa;Ã‘uÃ±oa;SANTIAGO;SANTIAGO;RM;RM
42806;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;2;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;19980;29990;0002281037;fulfilled;Macul;Macul;SANTIAGO;SANTIAGO;RM;RM
42805;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;Placilla ;Placilla ;VALPARAISO;VALPARAISO;VS;VS
42804;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;74925;0;Sin descuento;74925;44955;Retiro en tienda;Retiro en tienda;1;Zapatilla Naya Blanco Premiumi - Beige / 40;9990;9990;29990;0002281040;fulfilled;PeÃ±alolÃ©n;PeÃ±alolÃ©n;'7941617;'7941617;RM;RM
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;0002281037;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;0100071037;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Noa Multicolor Premium - Multicolor / 38;9990;9990;44990;1022289038;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;2;Sandalia Noa Multicolor Premium - Multicolor / 37;9990;19980;44990;1022289037;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;2;Sandalia Hortensia Blanco Premium - Blanco / 37;9990;19980;39990;0011071037;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinto Negro Premium - Negro / 38;9990;9990;39990;0080072038;pending;PeÃ±alolÃ©n;;'7941617;;RM;
42804;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;2;Sandalia Jacinto Negro Premium - Negro / 37;9990;19980;39990;0080072037;fulfilled;PeÃ±alolÃ©n;;'7941617;;RM;
42803;Mayor a 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;0100071037;pending;Buin;Buin;19108263K;19108263K;RM;RM
42803;Mayor a 1;Pagado;;Sin despacho;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;9990;29990;3611074437;pending;Buin;;19108263K;;RM;
42802;Solo 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;0100071037;pending;Lo Barnechea;Lo Barnechea;'7710266;'7710266;RM;RM
42801;Solo 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;pending;Valparaiso;Valparaiso;QUILPUE;QUILPUE;VS;VS
42800;Mayor a 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;pending;Puente Alto;Puente Alto;'8151413;'8151413;RM;RM
42800;Mayor a 1;Pagado;;Sin despacho;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;0100072035;pending;Puente Alto;;'8151413;;RM;
42799;Mayor a 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;9990;3990; Con descueento;13980;9990;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jacinto Negro Premium - Negro / 36;9990;9990;39990;0080072036;pending;MaipÃº;MaipÃº;SANTIAGO;SANTIAGO;RM;RM
42799;Mayor a 1;Pagado;;Sin despacho;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;0100071036;pending;MaipÃº;;SANTIAGO;;RM;
42798;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;4995;0;Sin descuento;4995;4995;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;Lo Barnechea;Lo Barnechea;SANTIAGO;SANTIAGO;RM;RM
42797;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;0023076140;fulfilled;Pedro Aguirre Cerda;Pedro Aguirre Cerda;SANTIAGO;SANTIAGO;RM;RM
42797;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;9990;49990;1004072035;fulfilled;Pedro Aguirre Cerda;;SANTIAGO;;RM;
42796;Mayor a 1;Pagado;Pagado;Sin despacho;Sin despacho;CLP;CLP;32970;12990; Con descueento;45960;0;Despacho Region;Despacho Region;1;Zapatilla Fernanda Rojo Premium - Rojo / 38;9990;9990;24990;7281367638;pending;Diego de Almagro;Diego de Almagro;ELSALVADOR;ELSALVADOR;AT;AT
42796;Mayor a 1;Pagado;;Sin despacho;;CLP;;;;Sin descuento;;;Despacho Region;;1;Sandalia Playera Negro Ipanema - Negro / 38/39;12990;12990;;26-P-38-39;pending;Diego de Almagro;;ELSALVADOR;;AT;
42796;Mayor a 1;Pagado;;Sin despacho;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Catalina Black Premium - Negro / 38;9990;9990;39990;0001282038;pending;Diego de Almagro;;ELSALVADOR;;AT;
42795;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;9990;Retiro en tienda;Retiro en tienda;1;Sandalia Hortensia Blanco Premium - Blanco / 38;9990;9990;39990;0011071038;fulfilled;Santiago;Santiago;SANTIAGO;SANTIAGO;RM;RM
42795;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;9990;39990;0200071038;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;Pagado;Error;Error;CLP;CLP;304695;0;Sin descuento;304695;294705;Retiro en tienda;Retiro en tienda;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;9990;39990;0100071040;fulfilled;Santiago;Santiago;SANTIAGO;SANTIAGO;RM;RM
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 39;9990;9990;39990;0100071039;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;0100071038;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Naroa Blanco Premium - Blanco / 36;9990;9990;39990;0100071036;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;5;Sandalia Naroa Rosado Premium - Rosado / 40;9990;49950;39990;0100077440;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 38;9990;9990;39990;0200071038;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;0200071037;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 36;9990;9990;39990;0200071036;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;9990;39990;0200071035;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;4;Sandalia Narumi Negro Premium - Negro / 40;9990;39960;32990;1017072040;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;5;Sandalia Narumi Negro Premium - Negro / 39;9990;49950;32990;1017072039;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;3;Sandalia Narumi Negro Premium - Negro / 38;9990;29970;32990;1017072038;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Narumi Negro Premium - Negro / 35;9990;9990;32990;1017072035;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Nala Blanco Premium - Blanco / 40;9990;9990;32990;1018071040;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Nala Blanco Premium - Blanco / 39;9990;9990;32990;1018071039;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Nala Blanco Premium - Blanco / 36;9990;9990;32990;1018071036;pending;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;8;Sandalia Nala Negro Premium - Negro / 38;9990;79920;32990;1018072038;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;5;Sandalia Narumi Rosa Premium - Rosa / 40;9990;49950;32990;1017077440;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 40;9990;9990;39990;0200071040;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;5;Sandalia Nala Negro Premium - Negro / 40;9990;49950;32990;1018072040;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;9990;39990;0200071039;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;5;Sandalia Nala Negro Premium - Negro / 39;9990;49950;32990;1018072039;fulfilled;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;3;Sandalia Narumi Rosa Premium - Rosa / 39;9990;29970;32990;1017077439;pending;Santiago;;SANTIAGO;;RM;
42794;Mayor a 1;Pagado;;Error;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Sandalia Jacinta Rojo Premium - Rojo / 39;9990;9990;44990;1004077139;pending;Santiago;;SANTIAGO;;RM;
